step,secs,tou_price,s0_c1,s0_c2,s0_c3,s0_c4,s0_c5,s0_active_load_kw,pv_0,s1_c1,s1_c2,s1_c3,s1_c4,s1_c5,s1_active_load_kw,pv_1,s2_c1,s2_c2,s2_c3,s2_c4,s2_c5,s2_active_load_kw,pv_2,s3_c1,s3_c2,s3_c3,s3_c4,s3_c5,s3_active_load_kw,pv_3,s4_c1,s4_c2,s4_c3,s4_c4,s4_c5,s4_active_load_kw,pv_4,temperature_c,humidity_pct,cloud_amount,precipitation_mm,snow_cm,wind_speed_ms,wind_direction_deg,pressure_hpa,sea_level_pressure_hpa,solar_radiation_mj_m2,current_PTY
28,3000,84.5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,11.627,0.0,0,1,0,0,0,46.204,0.0,0,0,1,0,0,6.808,0.0,8.342,71.917,0.0,0.0,0.0,1.783,360.0,1007.9,1018.392,0.0,0
29,0,84.5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.25,0.0,0,1,0,0,0,46.266,0.0,0,0,1,0,1,11.923,0.0,8.267,72.333,0.0,0.0,0.0,1.808,50.0,1007.9,1018.4,0.0,0
29,600,84.5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.268,0.0,0,0,0,0,0,6.326,0.0,0,0,1,0,1,12.922,0.0,8.2,72.999,0.0,0.0,0.0,1.825,50.0,1007.9,1018.4,0.0,0
29,1200,84.5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,46.187,0.0,0,0,0,0,0,0.0,0.0,0,0,1,0,1,29.051,0.0,8.133,73.666,0.0,0.0,0.0,1.842,50.0,1007.9,1018.4,0.0,0
29,1800,84.5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,39.947,0.0,0,0,0,0,0,0.0,0.0,0,1,1,0,1,59.352,0.0,8.067,74.333,0.0,0.0,0.0,1.858,50.0,1007.9,1018.4,0.0,0
29,2400,84.5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,1,0,1,59.223,0.0,8.0,74.999,0.0,0.0,0.0,1.875,50.0,1007.9,1018.4,0.0,0
29,3000,84.5,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,1,0,0,55.709,0.0,7.933,75.666,0.0,0.0,0.0,1.892,50.0,1007.9,1018.4,0.0,0
30,0,84.5,0,0,0,0,0,2.814,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,11.118,0.0,7.992,75.75,0.0,0.0,0.0,1.867,50.0,1007.917,1018.408,0.003,0
30,600,84.5,0,0,0,0,1,6.478,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,6.499,0.0,8.175,75.25,0.0,0.0,0.0,1.8,50.0,1007.95,1018.425,0.01,0
30,1200,84.5,0,0,0,0,1,6.473,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,6.487,0.0,8.358,74.75,0.0,0.0,0.0,1.733,50.0,1007.983,1018.442,0.017,0
30,1800,84.5,0,0,0,0,1,6.481,0.126,0,0,0,0,0,0.0,0.124,0,0,0,0,0,0.0,0.136,0,0,0,0,0,0.0,0.148,0,0,1,0,0,7.902,0.141,8.542,74.25,0.0,0.0,0.0,1.667,50.0,1008.017,1018.458,0.023,0
30,2400,84.5,0,0,0,0,1,6.469,0.642,0,0,0,0,0,0.0,0.619,0,0,0,0,0,0.0,0.631,0,0,0,0,0,0.0,0.618,1,0,1,1,0,37.728,0.636,8.725,73.75,0.0,0.0,0.0,1.6,50.0,1008.05,1018.475,0.03,0
30,3000,84.5,0,0,0,0,1,6.485,0.721,0,0,0,0,0,0.0,0.749,0,0,0,0,0,0.0,0.75,0,0,0,0,0,0.0,0.773,1,0,1,1,0,59.347,0.738,8.908,73.25,0.0,0.0,0.0,1.533,50.0,1008.083,1018.492,0.037,0
31,0,111.9,0,0,0,0,1,6.472,0.964,0,0,0,0,0,3.025,0.927,0,0,0,0,0,0.0,0.901,0,0,0,0,0,0.0,0.918,1,0,1,1,0,59.314,0.953,9.225,71.918,0.083,0.0,0.0,1.608,70.0,1008.083,1018.475,0.046,0
31,600,111.9,0,1,0,0,1,31.543,1.083,0,0,1,0,0,6.446,1.144,0,0,0,0,0,0.0,1.108,0,0,1,0,0,6.343,1.113,1,0,1,0,0,55.542,1.131,9.675,69.752,0.25,0.0,0.0,1.825,70.0,1008.05,1018.425,0.057,0
31,1200,111.9,0,0,0,0,1,8.661,1.343,0,0,1,0,0,6.48,1.287,0,0,0,0,0,0.0,1.324,0,0,1,0,0,6.481,1.354,1,0,1,0,0,52.687,1.351,10.125,67.585,0.417,0.0,0.0,2.041,70.0,1008.017,1018.375,0.069,0
31,1800,111.9,0,0,0,0,0,0.449,1.529,0,0,1,0,0,6.463,1.488,0,0,0,0,0,17.806,1.53,0,0,1,1,0,11.746,1.546,1,0,1,0,0,52.777,1.534,10.575,65.418,0.583,0.0,0.0,2.258,70.0,1007.983,1018.325,0.081,0
31,2400,111.9,0,0,1,0,0,6.472,1.718,0,0,1,0,0,6.492,1.7,0,0,0,0,0,7.082,1.731,0,0,1,1,0,12.978,1.73,1,0,1,0,0,52.853,1.712,11.025,63.252,0.75,0.0,0.0,2.475,70.0,1007.95,1018.275,0.092,0
31,3000,111.9,0,0,1,0,0,6.48,1.926,0,0,1,0,1,11.541,1.895,0,0,0,0,0,0.0,1.972,0,0,1,1,0,12.951,1.905,1,0,1,0,0,52.626,1.907,11.475,61.085,0.917,0.0,0.0,2.691,70.0,1007.917,1018.225,0.104,0
32,0,111.9,1,0,1,0,0,37.562,2.014,0,0,1,1,0,10.546,2.026,0,0,0,0,0,0.86,2.012,0,0,1,1,0,12.944,1.994,1,1,1,0,0,83.839,2.022,11.925,59.085,1.166,0.0,0.0,2.8,50.0,1007.867,1018.158,0.112,0
32,600,111.9,1,0,1,1,0,59.747,2.075,0,0,1,1,0,12.951,2.042,0,1,0,0,1,32.572,2.064,0,0,1,0,0,8.311,2.052,1,1,1,0,0,83.741,2.09,12.375,57.252,1.5,0.0,0.0,2.8,50.0,1007.8,1018.075,0.117,0
32,1200,111.9,1,0,1,0,1,61.383,2.086,0,0,1,1,0,16.343,2.026,1,1,0,0,1,84.332,2.064,0,0,1,0,0,6.47,2.055,1,0,1,1,0,58.708,2.024,12.825,55.418,1.833,0.0,0.0,2.8,50.0,1007.733,1017.992,0.122,0
32,1800,111.9,1,0,1,0,1,59.189,2.076,0,1,1,1,0,59.095,2.096,0,1,0,1,1,61.898,2.105,0,1,1,0,0,51.681,2.102,1,0,1,1,0,59.186,2.08,13.275,53.585,2.166,0.0,0.0,2.8,50.0,1007.667,1017.908,0.127,0
32,2400,111.9,1,0,1,0,1,59.279,2.095,0,1,1,1,0,59.098,2.076,0,1,1,1,1,65.541,2.105,0,1,1,0,0,66.347,2.071,1,1,1,1,1,93.051,2.07,13.725,51.752,2.5,0.0,0.0,2.8,50.0,1007.6,1017.825,0.132,0
32,3000,111.9,1,0,1,0,1,59.302,2.075,0,1,1,1,0,58.966,2.074,0,1,1,1,1,65.764,2.063,1,1,1,0,0,100.547,2.104,1,1,1,1,1,111.485,2.096,14.175,49.918,2.833,0.0,0.0,2.8,50.0,1007.533,1017.742,0.137,0
33,0,111.9,1,0,1,0,1,59.376,2.062,0,1,1,1,0,59.285,2.034,0,1,1,1,1,65.649,2.04,1,1,0,0,1,98.788,2.051,1,1,1,1,1,111.728,2.096,14.583,48.168,3.499,0.0,0.0,2.792,50.0,1007.442,1017.633,0.147,0
33,600,111.9,1,0,1,0,1,59.254,1.994,0,1,0,1,0,38.3,1.967,1,1,1,1,1,90.522,1.992,1,1,0,0,1,98.756,1.98,1,1,1,1,1,109.279,1.95,14.95,46.501,4.499,0.0,0.0,2.775,50.0,1007.325,1017.5,0.16,0
33,1200,111.9,1,0,1,0,1,59.308,1.843,1,0,0,1,1,37.385,1.851,1,1,1,1,1,111.471,1.831,1,1,0,0,1,98.994,1.863,1,1,0,1,1,105.26,1.827,15.316,44.835,5.499,0.0,0.0,2.758,50.0,1007.208,1017.367,0.173,0
33,1800,111.9,1,0,1,0,1,58.484,1.687,1,0,0,1,0,52.662,1.631,1,1,1,1,1,112.1,1.69,1,1,0,0,1,99.116,1.705,1,1,1,1,1,109.283,1.664,15.683,43.168,6.499,0.0,0.0,2.742,50.0,1007.092,1017.233,0.187,0
33,2400,111.9,0,0,0,1,1,42.599,1.469,1,0,0,1,0,52.669,1.461,1,1,1,1,1,111.882,1.48,1,1,0,0,1,98.985,1.45,1,1,1,1,1,112.019,1.426,16.05,41.501,7.499,0.0,0.0,2.725,50.0,1006.975,1017.1,0.2,0
33,3000,111.9,0,1,0,1,1,61.611,1.166,1,0,0,1,0,52.587,1.188,1,1,1,1,1,111.907,1.148,1,1,1,0,1,103.332,1.166,1,1,1,1,1,110.023,1.196,16.416,39.835,8.499,0.0,0.0,2.708,50.0,1006.858,1016.967,0.213,0
34,0,111.9,1,1,0,1,1,105.515,1.098,1,0,0,1,0,52.675,1.111,1,1,0,1,1,108.217,1.09,1,1,1,0,1,105.556,1.12,1,1,1,1,1,108.546,1.114,16.75,38.917,9.0,0.0,0.0,2.584,70.0,1006.783,1016.875,0.235,0
34,600,111.9,1,1,0,1,1,105.187,1.211,1,0,1,1,1,64.086,1.243,1,1,0,1,1,106.303,1.216,1,1,1,1,0,105.258,1.258,1,1,1,1,1,108.878,1.248,17.05,38.75,9.0,0.0,0.0,2.35,70.0,1006.75,1016.825,0.265,0
34,1200,111.9,1,1,0,0,1,102.525,1.408,1,0,1,1,1,65.55,1.388,1,1,1,1,1,111.828,1.391,0,1,1,1,0,60.704,1.421,1,1,1,1,1,111.825,1.401,17.35,38.583,9.0,0.0,0.0,2.117,70.0,1006.717,1016.775,0.295,0
34,1800,111.9,0,1,1,1,1,80.581,1.531,1,0,1,1,1,65.798,1.519,1,1,1,1,1,111.806,1.529,0,1,1,1,0,64.098,1.516,1,1,1,1,1,111.945,1.521,17.65,38.417,9.0,0.0,0.0,1.884,70.0,1006.683,1016.725,0.325,0
34,2400,111.9,0,1,1,1,1,65.789,1.675,1,0,1,1,1,65.514,1.693,1,1,1,1,1,111.696,1.661,1,1,0,1,0,99.12,1.683,1,1,1,1,1,111.984,1.669,17.95,38.25,9.0,0.0,0.0,1.65,70.0,1006.65,1016.675,0.355,0
34,3000,111.9,0,1,1,1,1,65.677,1.816,1,0,1,1,1,65.748,1.817,1,1,1,1,1,111.759,1.823,1,1,0,1,0,98.91,1.831,1,1,1,1,1,112.023,1.83,18.25,38.083,9.0,0.0,0.0,1.417,70.0,1006.617,1016.625,0.385,0
35,0,111.9,0,1,1,1,1,82.597,1.965,1,0,1,1,1,65.67,1.938,1,1,1,1,1,109.991,1.96,1,1,0,1,0,89.629,1.979,1,1,1,1,1,109.284,1.947,18.566,37.584,8.917,0.0,0.0,1.45,110.0,1006.567,1016.567,0.404,0
35,600,111.9,0,1,1,1,1,65.64,2.106,1,0,1,1,1,64.273,2.107,1,1,1,0,1,105.376,2.122,0,1,0,1,0,52.746,2.127,1,1,0,1,1,105.288,2.133,18.9,36.751,8.75,0.0,0.0,1.75,110.0,1006.5,1016.5,0.412,0
35,1200,111.9,0,1,1,1,1,65.627,2.264,1,0,0,1,1,59.273,2.281,1,1,1,0,1,105.924,2.261,0,1,0,0,0,48.39,2.241,1,1,0,1,1,105.072,2.284,19.233,35.917,8.583,0.0,0.0,2.05,110.0,1006.433,1016.433,0.421,0
35,1800,111.9,0,1,1,1,1,66.004,2.438,1,0,0,1,1,60.452,2.419,1,1,1,0,1,105.371,2.463,0,1,0,0,0,50.316,2.455,1,1,0,1,1,103.283,2.42,19.566,35.084,8.417,0.0,0.0,2.35,110.0,1006.367,1016.367,0.429,0
35,2400,111.9,0,1,1,0,1,59.401,2.615,1,0,1,1,1,65.575,2.607,1,1,1,0,1,105.558,2.601,0,1,1,1,0,59.048,2.609,1,1,0,1,1,104.418,2.627,19.9,34.251,8.25,0.0,0.0,2.65,110.0,1006.3,1016.3,0.437,0
35,3000,111.9,0,1,1,1,1,65.607,2.775,1,0,1,1,1,65.475,2.788,1,1,1,0,1,106.236,2.815,0,1,1,1,0,59.128,2.782,1,1,0,1,1,105.661,2.768,20.233,33.417,8.083,0.0,0.0,2.95,110.0,1006.233,1016.233,0.446,0
36,0,111.9,0,0,1,1,1,38.077,3.081,1,1,1,1,1,107.658,3.087,1,0,1,0,1,66.314,3.12,0,1,1,1,0,59.167,3.116,1,1,0,1,1,106.318,3.109,20.541,33.0,7.917,0.0,0.0,3.058,200.0,1006.117,1016.108,0.476,0
36,600,111.9,0,1,1,1,1,44.601,3.605,1,1,1,1,1,111.856,3.646,1,1,1,1,1,93.424,3.608,0,1,1,1,0,59.19,3.598,1,1,1,1,1,111.802,3.608,20.825,33.0,7.75,0.0,0.0,2.975,200.0,1005.95,1015.925,0.527,0
36,1200,111.9,0,1,1,1,1,65.858,4.135,1,1,1,1,1,111.911,4.143,1,1,1,1,1,111.929,4.133,0,1,1,1,0,59.357,4.104,1,1,1,1,1,111.869,4.118,21.108,33.0,7.583,0.0,0.0,2.892,200.0,1005.783,1015.742,0.579,0
36,1800,111.9,0,1,1,1,1,65.503,4.671,1,1,1,1,1,111.754,4.674,1,1,1,1,1,111.902,4.692,0,1,1,1,0,58.451,4.671,1,1,1,1,0,107.13,4.653,21.391,33.0,7.417,0.0,0.0,2.808,200.0,1005.617,1015.558,0.631,0
36,2400,111.9,0,1,1,1,1,65.601,5.249,1,1,1,1,1,112.096,5.235,1,1,1,1,1,111.387,5.224,1,0,1,1,0,44.792,5.257,1,1,1,1,0,97.435,5.27,21.675,33.0,7.25,0.0,0.0,2.725,200.0,1005.45,1015.375,0.682,0
36,3000,111.9,0,1,1,1,1,65.715,5.83,1,1,1,1,1,111.942,5.851,1,1,1,0,1,105.718,5.869,1,0,1,1,0,59.175,5.881,0,1,1,1,0,59.09,5.859,21.958,33.0,7.083,0.0,0.0,2.642,200.0,1005.283,1015.192,0.734,0
37,0,174.0,0,1,1,1,0,60.266,6.02,1,1,1,1,1,111.7,6.031,0,1,1,0,1,78.828,6.01,1,0,1,1,1,64.421,6.039,0,1,1,1,0,59.262,6.052,22.15,33.25,6.917,0.0,0.0,2.716,180.0,1005.142,1015.033,0.732,0
37,600,174.0,0,1,0,1,0,53.305,5.767,0,1,1,1,1,85.31,5.761,0,1,0,0,1,50.477,5.735,1,1,1,1,1,107.784,5.745,0,1,1,1,0,59.18,5.764,22.25,33.75,6.75,0.0,0.0,2.95,180.0,1005.025,1014.9,0.675,0
37,1200,174.0,0,1,0,1,0,52.616,5.441,0,0,1,1,1,31.307,5.448,0,0,0,0,1,6.473,5.405,1,0,1,1,1,66.563,5.43,0,1,0,0,0,50.963,5.476,22.35,34.25,6.583,0.0,0.0,3.183,180.0,1004.908,1014.767,0.618,0
37,1800,174.0,1,1,0,1,0,79.941,5.091,0,0,1,1,0,23.207,5.101,0,0,0,0,1,9.471,5.075,1,0,1,1,1,78.322,5.087,1,1,0,0,1,92.909,5.12,22.45,34.75,6.417,0.0,0.0,3.416,180.0,1004.792,1014.633,0.562,0
37,2400,174.0,1,1,0,1,0,99.249,4.735,1,0,1,1,0,38.349,4.736,0,0,0,1,1,15.524,4.737,1,1,1,1,1,110.159,4.729,1,1,0,0,0,94.962,4.757,22.55,35.25,6.25,0.0,0.0,3.65,180.0,1004.675,1014.5,0.505,0
37,3000,174.0,1,1,0,1,1,105.722,4.321,0,1,0,1,0,35.231,4.3,0,0,1,1,1,17.689,4.312,1,1,0,1,1,105.259,4.317,1,1,0,0,0,94.14,4.3,22.65,35.75,6.083,0.0,0.0,3.883,180.0,1004.558,1014.367,0.448,0
38,0,174.0,1,1,0,1,1,105.591,4.016,0,1,0,1,0,52.77,4.026,0,0,0,1,1,12.998,4.025,1,1,0,1,1,105.42,4.011,1,1,1,0,0,99.086,4.047,22.658,36.416,6.25,0.0,0.0,4.058,230.0,1004.45,1014.258,0.43,0
38,600,174.0,1,1,0,1,1,105.358,3.813,0,1,0,1,1,58.46,3.848,0,1,0,1,1,47.612,3.834,1,1,1,1,0,108.234,3.845,1,1,1,0,0,98.934,3.826,22.575,37.249,6.75,0.0,0.0,4.175,230.0,1004.35,1014.175,0.45,0
38,1200,174.0,1,1,0,1,1,105.668,3.59,1,1,0,1,1,100.813,3.591,0,1,0,0,1,55.845,3.601,1,1,1,1,0,105.246,3.577,1,1,1,0,1,103.305,3.622,22.492,38.083,7.25,0.0,0.0,4.292,230.0,1004.25,1014.092,0.47,0
38,1800,174.0,1,1,1,1,1,106.888,3.362,1,1,0,1,1,103.234,3.347,0,0,0,0,1,9.099,3.359,1,1,1,1,1,111.665,3.349,1,1,1,0,1,102.501,3.339,22.408,38.916,7.75,0.0,0.0,4.408,230.0,1004.15,1014.008,0.49,0
38,2400,174.0,0,1,1,1,1,65.6,3.055,1,1,1,1,1,109.512,3.072,0,0,0,0,1,28.048,3.073,1,1,1,1,1,110.53,3.05,1,1,0,0,1,98.97,3.067,22.325,39.749,8.25,0.0,0.0,4.525,230.0,1004.05,1013.925,0.51,0
38,3000,174.0,0,1,1,1,1,65.652,2.721,1,1,1,1,1,111.852,2.716,0,1,1,0,1,56.807,2.74,1,1,0,1,1,105.207,2.72,1,1,0,0,1,98.88,2.722,22.242,40.583,8.75,0.0,0.0,4.642,230.0,1003.95,1013.842,0.53,0
39,0,174.0,0,1,1,1,1,62.299,2.89,1,1,1,1,1,112.248,2.876,0,1,1,0,1,59.328,2.866,1,1,0,1,1,105.381,2.841,0,0,0,1,1,24.486,2.876,22.15,40.584,8.834,0.0,0.0,4.733,200.0,1003.925,1013.825,0.575,0
39,600,174.0,0,1,1,1,1,65.616,3.575,1,1,1,1,1,112.037,3.6,0,1,1,1,1,64.346,3.592,1,1,0,1,1,105.608,3.56,0,0,1,1,1,19.345,3.614,22.05,39.751,8.5,0.0,0.0,4.8,200.0,1003.975,1013.875,0.645,0
39,1200,174.0,0,1,1,1,1,65.631,4.38,1,1,1,1,1,111.995,4.366,0,1,1,1,1,65.86,4.343,1,1,0,1,1,105.575,4.347,0,0,0,1,1,14.508,4.359,21.95,38.917,8.167,0.0,0.0,4.867,200.0,1004.025,1013.925,0.715,0
39,1800,174.0,0,1,1,1,0,62.498,5.243,1,0,1,1,1,73.837,5.245,0,1,1,1,1,86.507,5.238,1,1,0,1,1,105.295,5.259,0,0,0,0,1,10.313,5.226,21.85,38.084,7.834,0.0,0.0,4.933,200.0,1004.075,1013.975,0.785,0
39,2400,174.0,0,1,1,1,0,59.19,6.18,1,0,1,0,1,71.294,6.208,1,1,1,1,1,112.227,6.19,1,1,0,1,1,105.8,6.166,0,0,1,1,1,16.741,6.189,21.75,37.251,7.5,0.0,0.0,5.0,200.0,1004.125,1014.025,0.855,0
39,3000,174.0,0,1,1,1,1,63.423,7.219,1,1,1,0,1,99.377,7.228,1,1,1,1,1,110.219,7.223,1,1,0,1,1,105.527,7.297,0,0,1,1,1,19.446,7.235,21.65,36.417,7.167,0.0,0.0,5.067,200.0,1004.175,1014.075,0.925,0
40,0,174.0,0,1,0,1,1,57.172,7.064,0,0,0,0,1,21.136,7.054,1,1,0,0,1,101.603,7.05,1,1,0,1,1,105.36,7.072,0,0,1,1,1,19.423,7.093,21.484,35.418,7.166,0.0,0.0,5.017,250.0,1004.142,1014.05,0.903,0
40,600,174.0,1,1,1,1,1,70.061,5.727,1,0,0,1,1,39.933,5.728,1,1,0,0,1,99.088,5.726,1,1,0,1,0,101.556,5.74,0,0,1,1,1,19.442,5.732,21.25,34.251,7.5,0.0,0.0,4.85,250.0,1004.025,1013.95,0.79,0
40,1200,174.0,1,1,1,1,1,111.866,4.538,1,0,1,1,1,75.176,4.54,1,1,0,0,0,93.101,4.501,1,1,0,1,0,101.099,4.505,0,0,0,1,1,13.847,4.507,21.017,33.084,7.833,0.0,0.0,4.683,250.0,1003.908,1013.85,0.677,0
40,1800,174.0,1,1,1,1,1,112.063,3.485,1,1,1,1,1,112.335,3.449,1,1,0,0,0,92.548,3.45,1,1,0,1,1,105.592,3.461,0,0,0,1,1,13.006,3.457,20.784,31.918,8.166,0.0,0.0,4.517,250.0,1003.792,1013.75,0.563,0
40,2400,174.0,1,1,1,1,1,91.425,2.52,1,1,1,1,1,111.918,2.518,1,1,0,0,1,98.323,2.509,1,1,0,1,1,105.299,2.515,0,0,0,1,1,12.95,2.53,20.55,30.751,8.5,0.0,0.0,4.35,250.0,1003.675,1013.65,0.45,0
40,3000,174.0,0,1,1,1,1,65.461,1.686,1,1,1,1,1,111.823,1.678,1,1,0,0,1,99.291,1.672,1,1,0,1,1,105.236,1.686,0,1,0,1,1,48.292,1.671,20.317,29.584,8.833,0.0,0.0,4.183,250.0,1003.558,1013.55,0.337,0
41,0,174.0,1,1,1,1,1,103.141,1.298,1,1,1,1,1,111.273,1.334,0,1,1,0,1,59.977,1.348,1,1,0,1,1,105.071,1.306,0,1,0,1,1,75.4,1.336,20.167,29.0,8.834,0.0,0.0,4.067,180.0,1003.483,1013.483,0.267,0
41,600,174.0,1,1,1,1,1,111.702,1.31,1,1,1,1,0,105.431,1.318,0,1,1,0,1,59.962,1.331,1,1,1,1,1,108.874,1.322,1,1,0,1,0,100.662,1.327,20.1,29.0,8.5,0.0,0.0,4.0,180.0,1003.45,1013.45,0.24,0
41,1200,174.0,1,1,1,1,1,111.182,1.262,1,1,1,1,0,105.822,1.307,0,1,1,1,1,82.321,1.335,1,0,1,1,1,77.241,1.266,1,1,0,1,1,104.611,1.304,20.033,29.0,8.167,0.0,0.0,3.933,180.0,1003.417,1013.417,0.213,0
41,1800,174.0,1,1,1,0,1,105.452,1.258,1,1,1,1,0,105.513,1.215,1,1,1,1,1,112.06,1.267,1,0,1,1,1,65.466,1.221,1,1,0,1,0,99.93,1.243,19.967,29.0,7.834,0.0,0.0,3.867,180.0,1003.383,1013.383,0.187,0
41,2400,174.0,1,1,1,0,1,98.127,1.119,1,1,1,1,0,105.182,1.184,1,1,1,1,1,111.756,1.157,1,0,1,1,1,65.869,1.173,1,1,0,1,1,105.101,1.146,19.9,29.0,7.5,0.0,0.0,3.8,180.0,1003.35,1013.35,0.16,0
41,3000,174.0,0,1,1,1,1,62.968,1.07,1,1,1,1,0,105.301,1.042,1,1,1,1,1,109.74,1.03,1,0,1,1,1,65.582,1.067,1,1,0,1,1,105.43,1.038,19.833,29.0,7.167,0.0,0.0,3.733,180.0,1003.317,1013.317,0.133,0
42,0,111.9,0,1,1,1,1,65.854,0.959,1,1,1,0,0,100.579,0.993,1,1,1,1,0,108.029,0.998,1,0,1,1,1,65.4,0.985,1,1,1,1,1,109.345,0.961,19.733,29.166,6.75,0.0,0.0,3.642,200.0,1003.275,1013.267,0.115,0
42,600,111.9,0,1,0,1,1,62.113,0.979,1,1,1,1,1,107.162,0.998,1,1,1,1,1,112.197,1.002,1,0,1,1,1,85.577,0.967,1,1,1,1,1,111.904,0.978,19.6,29.5,6.25,0.0,0.0,3.525,200.0,1003.225,1013.2,0.105,0
42,1200,111.9,0,1,0,1,1,59.267,0.975,1,1,1,1,1,102.286,0.977,1,1,0,1,1,105.28,0.952,1,1,1,1,1,112.122,0.957,1,1,1,1,1,109.615,0.992,19.467,29.833,5.75,0.0,0.0,3.408,200.0,1003.175,1013.133,0.095,0
42,1800,111.9,0,1,0,1,1,80.214,0.966,1,1,1,1,0,107.703,0.954,1,1,0,0,1,98.799,0.927,1,1,1,1,1,100.006,0.929,1,0,1,1,1,61.736,0.918,19.333,30.166,5.25,0.0,0.0,3.292,200.0,1003.125,1013.067,0.085,0
42,2400,111.9,1,1,0,1,1,105.81,0.933,0,1,1,1,0,77.649,0.885,1,1,0,1,1,107.349,0.897,0,0,1,1,0,35.674,0.94,0,1,1,1,1,57.398,0.883,19.2,30.5,4.75,0.0,0.0,3.175,200.0,1003.075,1013.0,0.075,0
42,3000,111.9,1,1,1,1,1,111.814,0.863,0,1,1,1,0,59.333,0.848,0,1,1,1,1,75.613,0.841,0,0,1,1,0,23.395,0.84,0,1,1,0,1,63.036,0.82,19.067,30.833,4.25,0.0,0.0,3.058,200.0,1003.025,1012.933,0.065,0
43,0,111.9,1,1,1,1,1,112.059,0.709,0,1,1,0,1,59.968,0.77,0,1,0,1,1,60.208,0.715,0,0,1,1,0,24.879,0.703,1,1,1,0,1,105.262,0.713,18.917,31.0,4.25,0.0,0.0,3.05,230.0,1003.025,1012.933,0.056,0
43,600,111.9,1,1,1,1,1,100.846,0.559,0,0,1,0,1,23.855,0.57,0,1,0,1,1,58.878,0.609,0,0,0,1,0,20.433,0.581,0,1,1,0,0,69.222,0.588,18.75,31.0,4.75,0.0,0.0,3.15,230.0,1003.075,1013.0,0.048,0
43,1200,111.9,1,0,1,1,1,43.344,0.0,0,0,1,0,1,12.95,0.0,0,1,0,0,1,52.655,0.0,0,1,0,1,0,52.707,0.0,0,1,1,0,0,52.59,0.0,18.583,31.0,5.25,0.0,0.0,3.25,230.0,1003.125,1013.067,0.039,0
43,1800,111.9,0,0,1,1,1,19.446,0.0,0,0,1,0,1,12.927,0.0,0,1,0,0,1,52.71,0.0,0,1,0,1,0,52.807,0.0,0,1,1,0,0,42.773,0.0,18.417,31.0,5.75,0.0,0.0,3.35,230.0,1003.175,1013.133,0.031,0
43,2400,111.9,0,0,1,1,1,19.387,0.0,0,0,1,0,1,12.98,0.0,0,1,0,0,1,52.734,0.0,0,1,0,1,0,52.702,0.0,0,0,1,0,0,6.482,0.0,18.25,31.0,6.25,0.0,0.0,3.45,230.0,1003.225,1013.2,0.023,0
43,3000,111.9,0,0,1,1,1,19.463,0.0,0,0,1,0,1,12.928,0.0,0,1,0,0,1,52.765,0.0,0,1,0,1,0,52.79,0.0,0,0,1,0,0,6.469,0.0,18.083,31.0,6.75,0.0,0.0,3.55,230.0,1003.275,1013.267,0.014,0
44,0,111.9,0,0,1,1,1,19.415,0.0,0,0,1,0,1,17.017,0.0,0,1,0,0,1,52.77,0.0,1,1,0,1,0,88.373,0.0,0,0,1,1,0,10.25,0.0,17.925,31.083,6.917,0.0,0.0,3.517,200.0,1003.283,1013.283,0.009,0
44,600,111.9,0,0,1,1,1,19.418,0.0,0,1,1,0,1,62.473,0.0,0,1,0,0,1,52.675,0.0,1,0,0,1,1,58.7,0.0,0,1,1,1,0,46.185,0.0,17.775,31.25,6.75,0.0,0.0,3.35,200.0,1003.25,1013.25,0.008,0
44,1200,111.9,0,0,0,1,1,13.348,0.0,0,1,1,1,1,65.59,0.0,0,1,0,0,0,46.339,0.0,1,0,0,1,1,59.004,0.0,0,1,1,1,0,73.376,0.0,17.625,31.417,6.583,0.0,0.0,3.183,200.0,1003.217,1013.217,0.006,0
44,1800,111.9,0,0,0,1,1,12.93,0.0,1,1,1,1,1,98.996,0.0,0,1,0,0,0,46.066,0.0,1,0,0,1,1,59.117,0.0,1,1,1,1,0,105.288,0.0,17.475,31.583,6.417,0.0,0.0,3.017,200.0,1003.183,1013.183,0.004,0
